69.468750,612769.218750,11.781250,71874.281250,3130.875000,22.437500,>50K
42.093750,243240.468750,8.968750,3124.968750,1769.625000,53.062500,>50K
51.218750,58476.093750,12.718750,9374.906250,136.125000,40.812500,>50K
42.093750,243240.468750,12.718750,3124.968750,136.125000,40.812500,>50K
37.531250,243240.468750,9.906250,3124.968750,1497.375000,40.812500,<=50K
23.843750,243240.468750,9.906250,3124.968750,1497.375000,22.437500,<=50K
28.406250,150858.281250,12.718750,3124.968750,136.125000,40.812500,<=50K
32.968750,150858.281250,12.718750,3124.968750,136.125000,46.937500,>50K
55.781250,150858.281250,8.968750,3124.968750,136.125000,40.812500,<=50K
28.406250,58476.093750,7.093750,3124.968750,136.125000,40.812500,<=50K
23.843750,150858.281250,5.218750,3124.968750,136.125000,28.562500,<=50K
42.093750,150858.281250,9.906250,3124.968750,136.125000,40.812500,<=50K
51.218750,58476.093750,5.218750,3124.968750,136.125000,40.812500,<=50K
23.843750,1167062.343750,12.718750,53124.468750,952.875000,10.187500,<=50K
23.843750,428004.843750,8.968750,3124.968750,136.125000,40.812500,<=50K
74.031250,150858.281250,7.093750,3124.968750,136.125000,40.812500,<=50K
32.968750,150858.281250,8.968750,3124.968750,136.125000,40.812500,<=50K
60.343750,150858.281250,12.718750,3124.968750,136.125000,46.937500,>50K
37.531250,150858.281250,9.906250,3124.968750,136.125000,40.812500,<=50K
64.906250,243240.468750,9.906250,3124.968750,136.125000,59.187500,>50K
42.093750,58476.093750,6.156250,3124.968750,136.125000,71.437500,>50K
46.656250,150858.281250,8.968750,3124.968750,136.125000,40.812500,>50K
19.281250,58476.093750,8.968750,3124.968750,136.125000,34.687500,<=50K
23.843750,889915.781250,11.781250,96874.031250,680.625000,40.812500,<=50K
51.218750,150858.281250,8.968750,9374.906250,136.125000,40.812500,>50K
32.968750,335622.656250,12.718750,3124.968750,136.125000,59.187500,<=50K
37.531250,58476.093750,8.968750,3124.968750,1769.625000,59.187500,<=50K
28.406250,150858.281250,8.968750,3124.968750,136.125000,22.437500,<=50K
42.093750,150858.281250,9.906250,3124.968750,136.125000,46.937500,>50K
74.031250,150858.281250,7.093750,3124.968750,136.125000,71.437500,<=50K
23.843750,58476.093750,9.906250,3124.968750,136.125000,40.812500,<=50K
37.531250,58476.093750,8.968750,3124.968750,136.125000,59.187500,<=50K
55.781250,243240.468750,12.718750,3124.968750,136.125000,40.812500,<=50K
42.093750,150858.281250,8.968750,3124.968750,136.125000,40.812500,<=50K
28.406250,58476.093750,9.906250,3124.968750,136.125000,40.812500,<=50K
37.531250,1444208.906250,8.968750,3124.968750,2041.875000,28.562500,<=50K
37.531250,243240.468750,9.906250,3124.968750,136.125000,40.812500,<=50K
28.406250,335622.656250,8.968750,3124.968750,136.125000,46.937500,<=50K
32.968750,150858.281250,10.843750,3124.968750,136.125000,46.937500,<=50K
23.843750,243240.468750,8.968750,3124.968750,136.125000,40.812500,<=50K
23.843750,243240.468750,8.968750,3124.968750,136.125000,40.812500,<=50K
55.781250,243240.468750,5.218750,3124.968750,136.125000,40.812500,<=50K
51.218750,982297.968750,8.968750,3124.968750,1769.625000,40.812500,<=50K
42.093750,150858.281250,8.968750,3124.968750,136.125000,16.312500,<=50K
23.843750,243240.468750,8.968750,3124.968750,136.125000,46.937500,<=50K
78.593750,428004.843750,8.968750,3124.968750,136.125000,28.562500,<=50K
46.656250,335622.656250,6.156250,3124.968750,136.125000,46.937500,<=50K
28.406250,150858.281250,7.093750,3124.968750,136.125000,95.937500,>50K
46.656250,428004.843750,8.968750,3124.968750,136.125000,40.812500,<=50K
32.968750,982297.968750,8.968750,3124.968750,952.875000,40.812500,<=50K
64.906250,243240.468750,8.968750,3124.968750,136.125000,40.812500,<=50K
42.093750,150858.281250,13.656250,9374.906250,1769.625000,46.937500,>50K
19.281250,243240.468750,9.906250,3124.968750,136.125000,22.437500,<=50K
37.531250,58476.093750,12.718750,3124.968750,136.125000,40.812500,<=50K
46.656250,243240.468750,12.718750,40624.593750,136.125000,59.187500,>50K
23.843750,243240.468750,3.343750,3124.968750,136.125000,46.937500,<=50K
28.406250,150858.281250,8.968750,3124.968750,136.125000,40.812500,<=50K
32.968750,150858.281250,9.906250,3124.968750,136.125000,40.812500,<=50K
23.843750,150858.281250,8.968750,3124.968750,136.125000,40.812500,<=50K
69.468750,58476.093750,8.968750,3124.968750,136.125000,40.812500,<=50K
37.531250,243240.468750,14.593750,3124.968750,136.125000,46.937500,>50K
55.781250,150858.281250,4.281250,3124.968750,1769.625000,40.812500,<=50K
64.906250,150858.281250,8.968750,3124.968750,136.125000,34.687500,<=50K
32.968750,150858.281250,8.031250,3124.968750,136.125000,40.812500,<=50K
28.406250,150858.281250,15.531250,3124.968750,136.125000,40.812500,<=50K
42.093750,150858.281250,9.906250,3124.968750,136.125000,46.937500,>50K
55.781250,335622.656250,4.281250,3124.968750,136.125000,46.937500,<=50K
37.531250,58476.093750,9.906250,15624.843750,136.125000,46.937500,>50K
78.593750,150858.281250,7.093750,3124.968750,136.125000,40.812500,<=50K
60.343750,58476.093750,12.718750,3124.968750,136.125000,40.812500,>50K
23.843750,58476.093750,8.968750,3124.968750,136.125000,46.937500,<=50K
28.406250,243240.468750,9.906250,3124.968750,136.125000,40.812500,<=50K
19.281250,150858.281250,9.906250,3124.968750,136.125000,28.562500,<=50K
32.968750,1351826.718750,13.656250,3124.968750,680.625000,40.812500,>50K
60.343750,150858.281250,1.468750,3124.968750,136.125000,40.812500,<=50K
87.718750,243240.468750,1.468750,9374.906250,136.125000,10.187500,<=50K
42.093750,58476.093750,8.968750,3124.968750,136.125000,40.812500,<=50K
55.781250,150858.281250,8.968750,3124.968750,136.125000,34.687500,<=50K
83.156250,1444208.906250,6.156250,3124.968750,1769.625000,59.187500,>50K
37.531250,150858.281250,11.781250,34374.656250,136.125000,22.437500,<=50K
37.531250,520387.031250,10.843750,3124.968750,136.125000,46.937500,<=50K
23.843750,335622.656250,9.906250,3124.968750,136.125000,40.812500,<=50K
51.218750,58476.093750,8.968750,3124.968750,136.125000,40.812500,<=50K
23.843750,889915.781250,9.906250,90624.093750,680.625000,40.812500,<=50K
28.406250,150858.281250,8.968750,3124.968750,136.125000,40.812500,<=50K
28.406250,58476.093750,5.218750,3124.968750,136.125000,40.812500,<=50K
19.281250,150858.281250,7.093750,3124.968750,136.125000,28.562500,<=50K
64.906250,243240.468750,5.218750,3124.968750,136.125000,40.812500,>50K
64.906250,150858.281250,8.968750,9374.906250,136.125000,10.187500,<=50K
19.281250,150858.281250,8.968750,3124.968750,136.125000,40.812500,<=50K
42.093750,243240.468750,12.718750,3124.968750,136.125000,40.812500,<=50K
78.593750,335622.656250,9.906250,3124.968750,136.125000,10.187500,<=50K
37.531250,335622.656250,11.781250,3124.968750,136.125000,46.937500,>50K
23.843750,58476.093750,9.906250,3124.968750,136.125000,40.812500,<=50K
51.218750,243240.468750,9.906250,3124.968750,136.125000,40.812500,<=50K
28.406250,150858.281250,10.843750,3124.968750,136.125000,46.937500,<=50K
32.968750,428004.843750,9.906250,3124.968750,136.125000,40.812500,<=50K
51.218750,150858.281250,8.968750,3124.968750,136.125000,46.937500,>50K
42.093750,243240.468750,9.906250,3124.968750,136.125000,46.937500,>50K
64.906250,150858.281250,13.656250,3124.968750,136.125000,28.562500,<=50K
32.968750,243240.468750,7.093750,3124.968750,136.125000,46.937500,<=50K
28.406250,150858.281250,12.718750,3124.968750,136.125000,40.812500,<=50K
23.843750,243240.468750,6.156250,3124.968750,136.125000,40.812500,<=50K
42.093750,58476.093750,9.906250,3124.968750,136.125000,40.812500,<=50K
